,0,1,2,3,4
0,5,0.47854963839054104,0.005725206015631556,1.1149115562438965,3.3984519958496096
1,10,0.5661108553409577,0.0075998079730197786,1.2297961711883545,3.3681968688964847
2,15,0.4140962228178977,0.004445301415398717,1.002389621734619,3.4076374053955076
3,20,0.47365906238555905,0.005874358792789281,1.055030107498169,3.4006488800048826
4,25,0.41678190827369693,0.00606128191575408,1.163845157623291,3.39288272857666
5,30,0.40848012715578075,0.004925046069547534,1.1246957302093505,3.391853141784668
6,35,0.522909852862358,0.0075921068433672185,1.66271915435791,3.344058609008789
7,40,0.5264891773462295,0.007159280474297703,1.4552129268646241,3.3557058334350587
8,45,0.4273371025919914,0.006042163376696408,1.3616279125213624,3.3601011276245116
9,50,0.5217377543449402,0.0061063608853146436,1.349219560623169,3.3702266693115233
10,55,0.3402766913175583,0.004389423341490328,1.1676880836486816,3.3905637741088865
11,60,0.4563459217548371,0.006261774175800383,1.5606336116790773,3.3503530502319334
12,65,0.40253549367189406,0.004746753885410726,1.5733868598937988,3.3530630111694335
13,70,0.4790600389242172,0.005875635566189885,1.4184683322906495,3.3601144790649413
14,75,0.4775641918182373,0.006747417431324721,0.8341787338256836,3.4220067977905275
15,80,0.3518259011209011,0.004802085447590798,1.5661394119262697,3.3519016265869137
16,85,0.3848549097776413,0.004851295938715339,1.8086888313293459,3.3245466232299803
17,90,0.1464209854602814,0.0026579114492051303,2.2799909591674803,3.2878047943115236
18,95,0.3075232557952404,0.004427775321528315,0.8037067174911499,3.430317306518555
19,100,0.33066438883543015,0.005718191410414874,1.5872365474700927,3.3419965744018554
20,105,0.41001852899789804,0.008234089566394688,1.25267071723938,3.387642669677734
21,110,0.3676204513758421,0.007101356575731189,1.9109531402587892,3.3228172302246093
22,115,0.2705983366817236,0.005546262627467513,1.6496240615844726,3.3477428436279295
23,120,0.19364695195108653,0.0044040164328180255,1.8607000350952148,3.322054862976074
24,125,0.2239202216267586,0.005608584266155958,2.167526626586914,3.2896892547607424
25,130,0.470887441933155,0.010694715520367026,2.4571635246276857,3.2666620254516605
26,135,0.2905275799334049,0.007920806482434272,2.0555874824523928,3.3124011993408202
27,140,0.2537071518599987,0.007103841309435666,2.6905825614929197,3.265367126464844
28,145,0.38247480913996695,0.011371063068509102,2.6080074310302734,3.2716617584228516
29,150,0.27809018641710287,0.007091537583619356,1.8925596237182618,3.3344329833984374
30,155,0.20813687480986118,0.011082661291584374,2.759507656097412,3.2591020584106447
31,160,0.21583912791684268,0.01360222278162837,2.592576599121094,3.2931873321533205
32,165,0.12738332925364376,0.010997641365975143,2.595318603515625,3.2904396057128906
33,170,0.21384806707501414,0.01453683916479349,2.8552902221679686,3.287554168701172
34,175,0.08915649652481078,0.013440107926726341,4.167133140563965,3.167625141143799
35,180,0.10344691537320613,0.016562126763164996,3.81527099609375,3.22741584777832
36,185,0.016930031031370155,0.01645507477223873,2.51952486038208,3.3115909576416014
37,190,0.17989324480295182,0.02143862396478653,4.3572036743164055,3.1941323280334473
38,195,-0.03704097217414528,0.020961017347872257,4.149895286560058,3.209989929199219
39,200,-0.04860954484902322,0.021771547198295597,3.905068016052246,3.2330629348754885
40,205,0.0008425109088420809,0.030157555639743806,4.2551620483398445,3.2000081062316896
41,210,-0.03280148040503263,0.027383734472095966,5.603770446777343,3.135345077514648
42,215,-0.22161593213677405,0.03446970395743847,4.465064239501953,3.2010273933410645
43,220,-0.2596678853034973,0.03622235432267189,3.578684997558594,3.2647216796875
44,225,-0.26036393344402314,0.03062425646930933,6.2533979415893555,3.0858408927917482
45,230,-0.31103851497173307,0.03095816019922495,7.441874694824219,3.0269104003906246
46,235,-0.37077634781599045,0.03445750717073679,7.874206161499023,2.9956698417663574
47,240,-0.2764778472483158,0.03555654939264059,6.05169906616211,3.102073097229004
48,245,-0.2956412613391876,0.037424156442284584,4.569085121154785,3.1977377891540524
49,250,-0.26983931511640546,0.041543342545628546,6.839707946777343,3.0428367614746095
50,255,-0.2318759387359023,0.035643674433231354,6.637994766235352,3.0577857971191404
51,260,-0.043628380447626104,0.04955418370664119,7.411710739135742,2.996641445159912
52,265,-0.3240722440183162,0.043665672466158864,10.484810256958008,2.776658821105957
53,270,-0.4372840940952301,0.04447256550192833,5.705642890930175,3.1060014724731446
54,275,-0.19552124589681624,0.054914215207099916,8.69759521484375,2.913705825805664
55,280,-0.40593369738198815,0.05625889487564563,10.38083724975586,2.8069154739379885
56,285,-0.4842843621969223,0.05909177362918853,7.793331909179687,2.9580327033996583
57,290,-0.47813168466091155,0.053835437446832654,7.880453109741211,2.9442109107971195
58,295,-0.43061890453100204,0.07031112313270568,5.34587116241455,3.1107343673706054
59,300,-0.37490699626505375,0.06711957342922686,8.361016845703125,2.890542602539062
60,305,-0.5457073837518692,0.08077586442232132,10.444926452636718,2.7530845642089847
61,310,-0.5131102681159972,0.08253389149904251,6.628784561157227,2.9950665473937987
62,315,-0.7401889234781265,0.08281965851783753,11.981795501708984,2.645550537109375
63,320,-0.33721383661031723,0.10601788237690925,5.711921310424804,3.0505413055419925
